#         t          x          y          z         vx         vy         vz
     34.470   -281.779   -178.774   -266.421    -68.231     29.650    -21.012
     34.480   -282.460   -178.477   -266.629    -67.971     29.815    -20.766
     34.490   -283.138   -178.178   -266.836    -67.710     29.980    -20.520
     34.500   -283.814   -177.877   -267.040    -67.450     30.143    -20.276
     34.510   -284.487   -177.575   -267.241    -67.190     30.306    -20.031
     34.520   -285.158   -177.271   -267.441    -66.930     30.468    -19.788
     34.530   -285.826   -176.966   -267.637    -66.670     30.629    -19.544
     34.540   -286.491   -176.659   -267.831    -66.410     30.790    -19.302
     34.550   -287.154   -176.350   -268.023    -66.150     30.949    -19.059
     34.560   -287.814   -176.040   -268.213    -65.891     31.108    -18.818
     34.570   -288.472   -175.728   -268.400    -65.632     31.267    -18.576
     34.580   -289.127   -175.414   -268.584    -65.372     31.424    -18.336
     34.590   -289.779   -175.099   -268.766    -65.113     31.581    -18.095
     34.600   -290.429   -174.783   -268.946    -64.854     31.738    -17.856
     34.610   -291.076   -174.464   -269.123    -64.595     31.893    -17.616
     34.620   -291.721   -174.145   -269.298    -64.336     32.048    -17.378
     34.630   -292.363   -173.824   -269.471    -64.078     32.202    -17.139
     34.640   -293.003   -173.501   -269.641    -63.819     32.355    -16.901
     34.650   -293.639   -173.176   -269.809    -63.560     32.508    -16.664
     34.660   -294.274   -172.851   -269.974    -63.302     32.660    -16.427
     34.670   -294.905   -172.523   -270.138    -63.044     32.812    -16.191
     34.680   -295.535   -172.194   -270.298    -62.786     32.962    -15.955
     34.690   -296.161   -171.864   -270.457    -62.527     33.113    -15.719
     34.700   -296.785   -171.532   -270.613    -62.269     33.262    -15.484
     34.710   -297.407   -171.199   -270.766    -62.012     33.411    -15.249
     34.720   -298.025   -170.864   -270.918    -61.754     33.559    -15.015
     34.730   -298.642   -170.528   -271.067    -61.496     33.706    -14.781
     34.740   -299.255   -170.190   -271.213    -61.238     33.853    -14.548
     34.750   -299.866   -169.851   -271.358    -60.981     33.999    -14.315
     34.760   -300.475   -169.510   -271.500    -60.723     34.145    -14.082
     34.770   -301.081   -169.168   -271.639    -60.466     34.290    -13.850
     34.780   -301.684   -168.824   -271.777    -60.209     34.434    -13.619
     34.790   -302.285   -168.479   -271.912    -59.951     34.578    -13.388
     34.800   -302.883   -168.132   -272.044    -59.694     34.721    -13.157
     34.810   -303.479   -167.785   -272.175    -59.437     34.863    -12.926
     34.820   -304.072   -167.435   -272.303    -59.180     35.005    -12.696
     34.830   -304.663   -167.084   -272.429    -58.923     35.146    -12.467
     34.840   -305.250   -166.732   -272.552    -58.666     35.287    -12.237
     34.850   -305.836   -166.379   -272.673    -58.410     35.427    -12.009
     34.860   -306.419   -166.024   -272.792    -58.153     35.566    -11.780
     34.870   -306.999   -165.667   -272.909    -57.896     35.705    -11.552
     34.880   -307.577   -165.310   -273.023    -57.640     35.843    -11.324
     34.890   -308.152   -164.951   -273.136    -57.383     35.981    -11.097
     34.900   -308.724   -164.590   -273.245    -57.127     36.118    -10.870
     34.910   -309.294   -164.228   -273.353    -56.870     36.254    -10.644
     34.920   -309.862   -163.865   -273.458    -56.614     36.390    -10.418
     34.930   -310.427   -163.500   -273.561    -56.358     36.525    -10.192
     34.940   -310.989   -163.134   -273.662    -56.101     36.660     -9.967
     34.950   -311.549   -162.767   -273.761    -55.845     36.794     -9.742
     34.960   -312.106   -162.399   -273.857    -55.589     36.928     -9.517
     34.970   -312.660   -162.029   -273.951    -55.333     37.061     -9.293
     34.980   -313.212   -161.657   -274.043    -55.077     37.193     -9.069
     34.990   -313.762   -161.285   -274.132    -54.820     37.325     -8.845
     35.000   -314.309   -160.911   -274.220    -54.564     37.456     -8.622
     35.010   -314.853   -160.536   -274.305    -54.308     37.587     -8.399
     35.020   -315.395   -160.159   -274.388    -54.052     37.717     -8.176
     35.030   -315.934   -159.781   -274.468    -53.797     37.847     -7.954
     35.040   -316.471   -159.402   -274.547    -53.541     37.976     -7.732
     35.050   -317.005   -159.022   -274.623    -53.285     38.105     -7.511
     35.060   -317.537   -158.640   -274.697    -53.029     38.233     -7.290
     35.070   -318.066   -158.257   -274.769    -52.773     38.360     -7.069
     35.080   -318.592   -157.873   -274.838    -52.517     38.488     -6.848
     35.090   -319.116   -157.487   -274.906    -52.261     38.614     -6.628
     35.100   -319.637   -157.101   -274.971    -52.006     38.740     -6.408
     35.110   -320.156   -156.713   -275.034    -51.750     38.865     -6.188
     35.120   -320.672   -156.323   -275.095    -51.494     38.990     -5.969
     35.130   -321.186   -155.933   -275.153    -51.238     39.115     -5.750
     35.140   -321.697   -155.541   -275.210    -50.983     39.239     -5.532
     35.150   -322.206   -155.148   -275.264    -50.727     39.362     -5.313
     35.160   -322.712   -154.754   -275.316    -50.471     39.485     -5.095
     35.170   -323.215   -154.358   -275.366    -50.216     39.607     -4.877
     35.180   -323.716   -153.962   -275.413    -49.960     39.729     -4.660
     35.190   -324.214   -153.564   -275.459    -49.704     39.851     -4.443
     35.200   -324.710   -153.165   -275.502    -49.448     39.971     -4.226
     35.210   -325.203   -152.764   -275.544    -49.193     40.092     -4.010
     35.220   -325.694   -152.363   -275.583    -48.937     40.212     -3.793
     35.230   -326.182   -151.960   -275.619    -48.681     40.331     -3.577
     35.240   -326.667   -151.556   -275.654    -48.426     40.450     -3.362
     35.250   -327.150   -151.151   -275.687    -48.170     40.568     -3.146
     35.260   -327.631   -150.745   -275.717    -47.914     40.686     -2.931
     35.270   -328.109   -150.337   -275.745    -47.658     40.804     -2.716
     35.280   -328.584   -149.929   -275.771    -47.402     40.921     -2.502
     35.290   -329.057   -149.519   -275.795    -47.147     41.037     -2.288
     35.300   -329.527   -149.108   -275.817    -46.891     41.153     -2.074
     35.310   -329.995   -148.696   -275.837    -46.635     41.269     -1.860
     35.320   -330.460   -148.283   -275.854    -46.379     41.384     -1.646
     35.330   -330.922   -147.868   -275.870    -46.123     41.498     -1.433
     35.340   -331.382   -147.453   -275.883    -45.867     41.612     -1.220
     35.350   -331.840   -147.036   -275.894    -45.611     41.726     -1.007
     35.360   -332.294   -146.618   -275.903    -45.355     41.839     -0.795
     35.370   -332.747   -146.199   -275.910    -45.099     41.952     -0.583
     35.380   -333.196   -145.779   -275.915    -44.843     42.064     -0.371
     35.390   -333.643   -145.358   -275.917    -44.587     42.176     -0.159
     35.400   -334.088   -144.936   -275.918    -44.331     42.288      0.052
     35.410   -334.530   -144.512   -275.916    -44.074     42.399      0.263
     35.420   -334.970   -144.088   -275.913    -43.818     42.509      0.474
     35.430   -335.406   -143.662   -275.907    -43.562     42.619      0.685
     35.440   -335.841   -143.235   -275.899    -43.306     42.729      0.896
     35.450   -336.273   -142.807   -275.889    -43.049     42.838      1.106
     35.460   -336.702   -142.378   -275.877    -42.793     42.946      1.316
     35.470   -337.128   -141.948   -275.863    -42.536     43.055      1.526
     35.480   -337.553   -141.517   -275.846    -42.279     43.162      1.735
     35.490   -337.974   -141.085   -275.828    -42.023     43.270      1.945
     35.500   -338.393   -140.652   -275.807    -41.766     43.377      2.154
     35.510   -338.809   -140.218   -275.785    -41.509     43.483      2.363
     35.520   -339.223   -139.782   -275.760    -41.252     43.589      2.571
     35.530   -339.634   -139.346   -275.733    -40.996     43.695      2.780
     35.540   -340.043   -138.908   -275.705    -40.739     43.800      2.988
     35.550   -340.449   -138.470   -275.674    -40.482     43.905      3.196
     35.560   -340.853   -138.030   -275.641    -40.224     44.009      3.404
     35.570   -341.254   -137.590   -275.606    -39.967     44.113      3.611
